what do you think?,player_name,trade_date,season,trade_type,from_team,to_team,num_teams,position_group,is_pitcher,age_at_trade,contract_status,years_control_remaining,salary_m,aav_m,war_yr0,g_yr0,war_yr1,g_yr1,war_yr2,g_yr2,war_yr3,g_yr3,war_peak,covid_yr,wWAR,war_trend,trend_label,yr0_rate,avail_pct,avail_grade,peak_gap,key_pieces,return_summary,return_tier,return_prospect_grades,notes
T157,Jorge Soler + Luke Jackson,7/29/2024,2024,deadline,SFG,ATL,2,OF,0,32,signed,2,7,14,1,93,1.5,137,0.4,72,0.1,149,1.5,,0.78,0.72,stable,1.74,0.737,C,0.72,Tyler Matzek Sabin Ceballos,"San Francisco received LHP Tyler Matzek (MLB reliever, fringy, coming off injury) and INF prospect Sabin Ceballos (Braves org #17 prospect, not nationally ranked). The deal was primarily a salary dump , Giants shed $26M in remaining obligations on Soler's backloaded 3-year/$42M deal.",3,"MLB-depth, P5","Salary dump trade at the 2024 deadline. Soler signed 3-year/$42M with Giants in February 2024; Giants moved him after just half a season to clear DH at-bats and shed the backloaded $26M (2025: $13M, 2026: $13M). Braves took on full remaining salary with no cash considerations. Soler was 2021 World Series MVP with Atlanta. Luke Jackson (RP) was included as a secondary piece , he was also a former Brave. Matzek had been on the IL and returned to Atlanta on a minor league deal in Sept 2024. Ceballos was Atlanta's #17 org prospect per MLB Pipeline pre-trade."
T158,Frankie Montas,7/29/2024,2024,deadline,CIN,MIL,2,SP,1,31,rental,0,16,16,0.6,19,0.1,1,2.02,27,3.7,32,3.7,,1.64,-1.54,declining,0.95,0.667,C,2.06,"Joey Wiemner, Jakob Junis, Cash","CIN received outfielder Joey Wiemer (fringe MLB, Triple-A in 2024), RHP Jakob Junis (veteran reliever/spot starter on a 1-year deal), and $1M cash. No prospects of note; the return was entirely MLB-depth pieces.",3,"MLB-depth, MLB-depth, CASH","Montas signed a 1-year, $16M deal with CIN in January 2024, making him a pure rental. He posted a 5.01 ERA in 19 starts for CIN before the trade. Junis had a 2.42 ERA in 10 appearances for MIL in 2024 (1-year $7M deal). Wiemer was a 2023 MLB debut player who struggled and was in Triple-A at time of trade. MIL also sent $1M cash to offset the difference in option buyouts between Montas ($2M) and Junis ($3M). Trade was notable as a rare deadline deal between NL Central division rivals. CIN was in sell-off mode, accepting a below-market return for a rental with an underperforming ERA."
T159,Jalen Beeks,7/29/2024,2024,deadline,COL,PIT,2,RP,1,31,rental,0,1.675,1.675,0.2,45,0.48,30,0.6,42,0.2,12,1.2,,0.45,0.03,stable,0.29,0.431,F,0.75,Luis Peralta,"Colorado received LHP prospect Luis Peralta, 23, from Pittsburgh. Peralta was ranked 24th in the Pirates system at time of trade and posted a 0.91 ERA across 26 relief appearances split between High-A and Double-A in 2024, with a 41% strikeout rate. He landed as the Rockies' No. 30 prospect on acquisition.",3,P5,"Trade deadline rental deal (7/29/2024). Beeks signed a 1-year $1.675M deal with COL before the 2024 season and became a free agent after the year. Beeks had 6+ years MLB service time (debuted 2018 with BOS, then 5 years with TB). Luis Peralta is the younger brother of Brewers SP Freddy Peralta. Beeks posted a 4.74 ERA in 49.1 IP with COL before the trade."
T160,Amed Rosario,7/29/2024,2024,deadline,TBR,LAD,2,SS,0,28,rental,0,1.5,1.5,-0.6,27,0.4,142,3.06,153,2.8,141,4.2,,1.89,-1.49,declining,,0.897,A,2.31,Michael Flynn,"Tampa Bay received minor league RHP Michael Flynn, a 27-year-old relief prospect signed by the Dodgers on a minor league deal in December 2023. Flynn had a 6.20 ERA across five minor league seasons with no prospect ranking and was considered organizational depth.",2,P6,"Trade deadline deal (July 29, 2024). Rosario was on a 1-year/$1.5M rental with no years of team control remaining. He was DFA'd by the Dodgers just weeks later when Mookie Betts returned from a fractured wrist. Flynn subsequently re-signed with Tampa Bay on a minor league contract after the season. Rosario batted .307 with 2 HR and 26 RBI in 76 games for Tampa Bay prior to the trade."
T162,Lane Thomas,7/29/2024,2024,deadline,WSN,CLE,2,OF,0,28,arb2,2,5.45,5.45,0.4,77,3.3,156,1.6,146,0.7,77,3.3,,2.08,1.22,rising,0.84,0.78,C,1.22,"Alex Clemmey, Rafael Ramirez Jr, Jose Tena","Washington received LHP Alex Clemmey (CLE #7-8 org prospect, 2023 2nd-round pick), IF Jose Tena (23-year-old Triple-A IF, MLB-ready depth), and SS Rafael Ramirez Jr. (19-year-old, CLE #20-25 org prospect). No MLB regulars included; Clemmey was the headliner as a fringe top-100 pitching prospect.",4,"P4, MLB-depth, P5","Trade deadline deal on 7/29/2024. Thomas was in arb2 with one more arb year (2025) before FA, so effectively a 1.5-year rental. Posted 28 SB in 77 games before trade. Slashed .209/.267/.390 post-trade with Cleveland. Guardians later avoided arb with Thomas for 2025 at $7.825M. Thomas was injured and placed on IL during 2025."
T163,Tommy Edman + Michael Kopech +Oliver Gonzalaz,7/29/2024,2024,deadline,CWS,LAD,3,UTIL,0,28,arb3,1,3,3,,,,137,5.36,153,2.99,159,6.2,,4.34,,,,0.924,A,1.86,"Erick Fedde, Tommy Pham, Miguel Vargas, Jeral Perez, Alexander Albertus","CWS received MLB infielder Miguel Vargas (former top Dodgers prospect but already past rookie limits and struggling in MLB), plus two Low-A teenagers Jeral Perez and Alexander Albertus , neither on any national Top 100 list and both rated as org depth by scouts at the time.",3,"MLB-depth, P5, P5","Three Team Trade: Dodgers Acquire Tommy Edman, Michael Kopech, Oliver Gonzalez. Cardinals acquire Erick Fedde, Tommy Pham. White Sox Acquire Miguel Vargas, Jeral Perez, Alexander Albertus"
T164,Quinn Priester,7/29/2024,2024,deadline,PIT,BOS,2,SP,1,23,pre-arb,5,0.72,0.72,-0.3,10,-0.9,10,,,,,-0.9,,-0.9,0,stable,-0.9,0.333,F,0,Nick Yorke,"PIT received 2B/OF prospect Nick Yorke, Boston's 17th-overall pick from the 2020 draft. Yorke was Boston's No. 6 org prospect at the time (not ranked in national top-100 due to defensive uncertainty) and was slashing .278/.363/.422 across Double-A and Triple-A in 2024.",4,P4,"Trade deadline deal (July 29, 2024); straight 1-for-1 swap of former first-round picks. Priester (18th pick, 2019) had a 5.04 ERA in 2024 with PIT before the trade. Yorke (17th pick, 2020) had fallen off national top-100 lists due to defensive and positional concerns at 2B. BOS later traded Priester to MIL in April 2025 for a minor-league OF and draft assets, suggesting he did not develop as hoped. Priester faced season-ending surgery in 2025. PIT had ~5 years of control remaining on Priester at time of trade."
T166,Michael Lorenzen,7/29/2024,2024,deadline,TEX,KCR,2,SP,1,32,rental,0,4.5,4.5,1.3,19,1.8,29,0.9,18,-0.1,27,1.8,,1.03,0.77,stable,2.05,0.822,C,0.77,Walter Pennington,"Texas received LHP Walter Pennington, an undrafted free agent out of Kansas City's system who had put up a 2.26 ERA at Triple-A in 2024 and made his MLB debut on July 5. He had no national prospect ranking and profiled as a situational left-handed reliever, later slotting in as the Rangers' No. 20 org prospect.",2,P6,"Classic deadline rental: Lorenzen signed a one-year $4.5M deal with Texas in spring 2024, his third straight one-year contract. He had a 3.81 ERA over 19 appearances (18 starts) at time of trade. Became a free agent after the 2024 season and signed a 1-year $7M deal with Kansas City for 2025. Pennington is a LOOGY-profile lefty with underwhelming velocity; the return reflects Lorenzen's rental status and modest 2024 performance."
T167,Ricky Vanasco,7/29/2024,2024,deadline,LAD,DET,2,RP,1,25,pre-arb,5,0.9,0.9,0,4,,,,,,,0,,,,,,,,,Cash,The Dodgers received only cash considerations from Detroit in exchange for Vanasco. No prospects or MLB players were included in the return.,1,CASH,"Vanasco was DFA'd by LAD on July 24, 2024 and traded to DET on July 29 to clear a roster spot ahead of the trade deadline. He had Tommy John surgery in September 2020, missing all of 2021. He had only 0.039 years of MLB service time at the trade date. His 2024 contract was a 1-year deal with a $900K MLB split and $250K MiLB split. Detroit optioned him to Triple-A Toledo immediately after the trade. Cash amount not publicly disclosed."
T168,Carson Kelly,7/28/2024,2024,deadline,DET,TEX,2,C,0,30,rental,0,3.5,3.5,0.7,60,0.1,50,0.9,104,2.1,98,2.1,,0.87,-0.77,stable,1.89,0.519,F,1.23,"Liam Hicks, Tyler Owens","Detroit received catcher Liam Hicks (Rangers org depth, ~36th in TEX system mid-2024) and RHP Tyler Owens (multi-inning reliever, formerly ranked ~22nd in Braves org before joining TEX in Jan 2024). Neither prospect appeared on national top-100 lists at the time of the trade.",2,"P5, P6","Trade deadline move (July 28, 2024). Kelly was a pure rental , final year of a $3.5M team option, set for free agency after 2024. The deal opened a roster spot for Tigers top catching prospect Dillon Dingler, who was promoted from Triple-A for his MLB debut immediately after. Kelly signed a 2-year/$11.5M deal with the Cubs in December 2024. Hicks was later claimed by the Marlins in the Rule 5 draft."
T169,Isaac Paredes,7/28/2024,2024,deadline,TBR,CHC,2,3B,0,25,arb1,3,3.4,3.4,2.4,101,4.2,143,2.5,111,-0.3,23,4.2,,2.51,1.69,rising,3.85,0.57,D,1.69,"Christopher Morel, Hunter Bigge, Ty Johnson","Tampa Bay received outfielder/utility man Christopher Morel (multiple years of pre-arb control, 18 HR in 2024 but slashing .199), relief pitching prospect Hunter Bigge (97-100 mph fastball, just debuted in July 2024, 12th-round 2019), and low-level pitching prospect Ty Johnson (15th-round 2023, Class-A).",4,"MLB-depth, P5, P6","2024 trade deadline move (July 28). Paredes was a Super 2 arb player entering arb2 in 2025. He was an All-Star in 2024 hitting .247/.355/.438 with 16 HR. Morel was the headliner but was having a poor defensive and offensive year (-12 OAA at 3B, -0.1 fWAR). Bigge had elite velocity but was a 26-year-old org reliever. The Rays were in cost-cutting/rebuild mode; Morel's multiple arb years of control at low cost was the key asset. Paredes was later traded to Houston (December 2024) and signed a $9.35M arb deal for 2026."
T170,Jason Adam,7/27/2024,2024,deadline,TBR,SDP,2,RP,1,32,arb2,2,2.7,2.7,1.2,47,0.7,56,1.29,67,-0.1,12,2.7,,0.7,0,stable,1.66,0.692,C,2,"Dylan Lesko, Homer Bush Jr, JD Gonzalez","Tampa Bay received three Padres minor leaguers: RHP Dylan Lesko (2022 first-round pick, 15th overall, Padres No. 5 prospect at time of trade, fringe MLB Pipeline top-100), OF Homer Bush Jr. (Padres org top-10 speed prospect), and C J.D. Gonzalez (low-level debut-year catcher). Lesko was the headliner despite significant 2024 struggles with control at High-A.",4,"P4, P5, P6","Trade deadline deal (July 27-28, 2024). Adam was 32 (born August 4, 1991) and under team control through 2026 at time of trade , arb2 in 2024 at $2.7M after losing an arbitration hearing in February 2024. Lesko had Tommy John surgery history and posted a 6.46-6.82 ERA with 16.5% walk rate in 2024 at High-A/A, knocking him from a top-50 preseason ranking (#56 MLB Pipeline) down to ~#72+ by trade time. Homer Bush Jr. had elite speed (43 SB in 86 games) but minimal power. Rays farm system ranking rose after the deadline haul."
T171,Jesse Winker,7/27/2024,2024,deadline,WSN,NYM,2,OF,0,30,rental,0,1.5,1.5,1.8,101,-0.7,61,0.75,136,3.24,110,2.7,,0.77,-1.47,declining,2.89,0.632,D,1.93,Tyler Stuart,"WSN received RHP Tyler Stuart, the Mets' 15th-17th ranked org prospect at the time of the trade , a 6-foot-9 6th-round 2022 pick working in Double-A with a 3.96 ERA. Stuart was not a national top-100 prospect and subsequently underwent Tommy John surgery in late 2024.",3,P5,"Winker signed a minor league/1-year deal (~$1.5M) with WSN in February 2024 after a down 2023 with Seattle. Pure rental , became a free agent after the season and re-signed with NYM on a 1-year $7.5M deal for 2025. Stuart had TJS in fall 2024 and is projected out until 2027, lowering his value further in hindsight. Trade deadline deal (July 27-28, 2024)."
T172,Carlos Estevez,7/27/2024,2024,deadline,LAA,PHI,2,RP,1,31,rental,0,6.75,6.75,1.5,34,0.6,63,0.33,62,0.58,26,1.1,,0.51,0.09,stable,2.87,0.774,B,0.59,"Samuel Aldegheri, George Klassen","LAA received RHP George Klassen (Phillies #7 prospect, low-A/high-A arm with elite stuff but command concerns) and LHP Samuel Aldegheri (Phillies #12 prospect, BA top-100 ~93rd, 3.23 ERA across high-A and double-A). Both were 22-year-old pitching prospects with breakout 2024 seasons.",5,"P4, P5","Trade deadline deal 7/27/2024. Estevez was a pure rental , final year of 2-year/$13.5M deal signed with LAA in Dec 2022, entered free agency after 2024. Phillies president Dave Dombrowski acknowledged it was 'probably a little more than you like to give up for a rental.' Estevez had 20 saves and 2.38 ERA at time of trade. Klassen became Angels #3 prospect post-trade; Aldegheri became Angels #8. Estevez signed 2-year/$22M deal with KC Royals after 2024 season."
T174,Nick Mears,7/27/2024,2024,deadline,COL,MIL,2,RP,1,27,pre-arb,3,0.85,0.85,0,41,0.3,16,0.1,2,-0.1,30,0.3,,0.13,0.17,stable,0,0.246,F,0.17,"Bradley Blalock, Yujanyer Herrera","COL received RHP pitching prospects Bradley Blalock (Brewers #17 org prospect per MLB Pipeline, 40 FV per FanGraphs) and Yujanyer Herrera (unranked in Brewers system pre-trade but graded 45 FV by FanGraphs post-trade, ranked 11th among all deadline prospects).",3,"P5, P5","Trade deadline move July 27, 2024. Mears had 5.56 ERA on season but 1.80 ERA over final 12 appearances before trade. First became arb-eligible after 2024 season (service time ~3.022 years by Jan 2025); agreed to $963K with MIL in 2025, then $1.9M with KC in 2026. Blalock ranked COL #20 post-trade per MLB Pipeline. Herrera emerged as the better prospect , ranked COL #11 by FanGraphs after trade despite being unranked in MIL system."
T175,Jazz Chisholm Jr.,7/27/2024,2024,deadline,MIA,NYY,2,OF,0,26,arb2,2,2.625,2.625,1.4,101,1.93,97,2.4,60,2.2,124,2.4,,2.15,-0.22,stable,2.25,0.578,D,0.25,"Jared Serna, Agustin Ramirez, Abrahan Ramirez","Miami received three Yankees prospects: catcher Agustin Ramirez (Yankees #3 prospect per BA, fringe national top-100 with BP ranking ~#55 at time of trade), infielder Jared Serna (Yankees #11 prospect, High-A), and teenage Venezuelan infielder Abrahan Ramirez (complex/Low-A). No MLB players or cash included.",5,"P4, P5, P6","Trade deadline deal July 27, 2024. Chisholm had already been moved from 2B to OF in 2024 due to shoulder issues. He lost his Feb 2024 arb hearing with Miami ($2.625M vs. his $2.9M ask). At time of trade he had 2 arb years remaining (2025, 2026) with FA after 2026. Agustin Ramirez was the headliner  a power-hitting catcher who debuted for Miami in 2025 and was viewed as a top-100 fringe piece nationally (Baseball Prospectus ~#55 preseason 2024, not yet on BA/MLB Pipeline top 100 at trade time). Chisholm went on to have a strong second half with NYY and finished 3rd in AL MVP voting in 2024."
T176,Nate Pearson,7/27/2024,2024,deadline,TOR,CHC,2,RP,1,27,arb1,3,0.8,0.8,-0.6,41,-0.3,35,,,0.1,12,0.1,,-0.15,-0.15,stable,-0.95,0.362,F,0.25,"Josh Rivera, Yohendrick Pinago","Toronto received outfield prospect Yohendrick Pinango (Cubs #17 per Baseball America, #29 per MLB Pipeline) and infield prospect Josh Rivera (Cubs #23 per MLB Pipeline, not on BA top 30). Both were Double-A organizational depth with no national prospect rankings.",3,"P5, P5","Trade deadline deal (July 27, 2024). Pearson was a former first-round pick (2017) transitioning from starter to reliever. Had injury history including oblique, elbow, and hernia issues. Under team control through 2027 (arb-eligible). Cubs got a 3-year controllable bullpen arm for two fringe Double-A prospects , widely seen as a weak return for TOR. Pearson designated for assignment by Cubs in September 2025; signed with Astros for 2026 ($1.35M)."
T177,Ryne Stanek,7/26/2024,2024,deadline,SEA,NYM,2,RP,1,33,rental,0,4,4,-0.4,46,0.4,55,0.93,59,0.5,72,2.1,,0.6,-0.2,stable,-0.57,0.954,A,1.5,Rhylan Thomas,"Seattle received Rhylan Thomas, the Mets' #30 prospect at the time of the trade, a 24-year-old outfielder playing Double-A/Triple-A who was hitting .265 with a .705 OPS and five home runs across 74 games in 2024.",2,P6,"Trade occurred on Stanek's 33rd birthday (July 26, 1991). One-year $4M deal with SEA made him a pure rental entering free agency after 2024. Stanek was one of the hardest throwers in baseball, topping 101 mph. Thomas was an 11th-round 2022 draft pick with elite defense (60-grade) but limited offensive upside. Stanek subsequently signed a 1-year deal back with NYM for 2025, then with STL in January 2026."
